author|0|body_xml
iabbliz|2013/04/17 11:46:20|
iabbliz|2013/04/17 11:50:40|Добрый день.
samirbektairov|2013/04/17 12:03:07|привет
samirbektairov|2013/04/17 12:03:24|ты про наш проект БИАКСПЛЕН слышал уже?
iabbliz|2013/04/17 12:03:41|ну пока только название и отзывы участников=)
samirbektairov|2013/04/17 12:04:50|ща позвоню тебе и расскажу все
iabbliz|2013/04/17 12:04:57|давай
iabbliz|2013/04/17 12:11:08|?
iabbliz|2013/04/17 14:23:24|А ТП когда будет?
samirbektairov|2013/04/17 14:23:37|завтра утром вышлю
iabbliz|2013/04/17 14:23:42|хорошо
iabbliz|2013/04/18 05:49:07|Привет
samirbektairov|2013/04/18 07:28:05|напиши мне свой имеил
iabbliz|2013/04/18 07:28:23|<a href="mailto:a.ivanov@razdolie.ru">a.ivanov@razdolie.ru</a>
<a href="mailto:iab@bk.ru">iab@bk.ru</a>
samirbektairov|2013/04/18 07:29:19|Srvr=&quot;mightyserver&quot;;Ref=&quot;biaxplen_docs_erp&quot;;
iabbliz|2013/04/18 07:29:28|зашел туда уже
samirbektairov|2013/04/18 07:30:20|логин: ИвановА
пароль: Uit
iabbliz|2013/04/18 07:30:29|ок
samirbektairov|2013/04/18 07:30:30|под кем ты зашел?
iabbliz|2013/04/18 07:30:48|Дима дал логопас Админа, сейчас перезайду
iabbliz|2013/04/18 07:31:46|не пускает под этим паролем?
iabbliz|2013/04/18 07:32:14|на русской раскладке пустило
samirbektairov|2013/04/18 07:32:28|не я поменял
iabbliz|2013/04/18 07:32:33|А нет
iabbliz|2013/04/18 07:32:35|какой?
samirbektairov|2013/04/18 07:32:37|заходи англ. раскладкой
iabbliz|2013/04/18 07:33:31|&quot;Нет прав для запуска такого вида клиента&quot;
iabbliz|2013/04/18 07:35:03|пока что то не дает зайти
samirbektairov|2013/04/18 07:36:55|вроде все настроил
samirbektairov|2013/04/18 07:37:01|попробуй зайти заново
iabbliz|2013/04/18 07:38:58|не дает, в конфигуратор под Админом зашел, там у меня прав вообще нет
iabbliz|2013/04/18 07:39:02|какие надо поставить?
iabbliz|2013/04/18 07:39:13|на тонкий клиент добавил
iabbliz|2013/04/18 07:39:55|РЗД: Сотрудник
iabbliz|2013/04/18 07:39:57|?
iabbliz|2013/04/18 07:41:31|Если поставлю права такие же как у Карякина будет норм?
iabbliz|2013/04/18 07:41:43|или скажите как у кого
samirbektairov|2013/04/18 07:42:39|да вроде все и так должно быть
samirbektairov|2013/04/18 07:42:49|закрой конфигуратор
iabbliz|2013/04/18 07:42:54|ок, сейчас
iabbliz|2013/04/18 07:43:01|вышел
iabbliz|2013/04/18 07:51:27|пробую
iabbliz|2013/04/18 07:52:21|Зайти зашел, видны только Мои задачи и блок Учета рабочего времени
iabbliz|2013/04/18 08:03:45|Пока ждать?
samirbektairov|2013/04/18 08:04:19|не понят но почему так происходит
samirbektairov|2013/04/18 08:04:30|я всем создавал пользователей и права по умолчанию были
iabbliz|2013/04/18 08:04:39|копированием создавал?
samirbektairov|2013/04/18 08:04:44|нет
iabbliz|2013/04/18 08:04:54|поидее тогда права не копируются
samirbektairov|2013/04/18 08:05:06|попробей сейчас
iabbliz|2013/04/18 08:05:53|Перезашел, ситуация таже
iabbliz|2013/04/18 08:06:01|хочешь сам попробуй подомной зайти
iabbliz|2013/04/18 08:06:04|увидешь
samirbektairov|2013/04/18 08:06:07|ты точно под ивановым заходишь?
samirbektairov|2013/04/18 08:06:15|я потому что зашел и все в норме
iabbliz|2013/04/18 08:07:47|Ага
iabbliz|2013/04/18 08:07:48|ИвановА
iabbliz|2013/04/18 08:08:34|О
iabbliz|2013/04/18 08:08:38|добавил новую базу
samirbektairov|2013/04/18 08:08:42|короче закрой все и заново закрой
iabbliz|2013/04/18 08:08:42|кеш обновился
iabbliz|2013/04/18 08:08:44|вроде норм
iabbliz|2013/04/18 08:09:12|что дальше
samirbektairov|2013/04/18 08:10:28|я тебе создал задачу в базе учета времени
samirbektairov|2013/04/18 08:10:39|надо кодировать ТП№ УЛ-10
iabbliz|2013/04/18 08:10:48|Вижу
iabbliz|2013/04/18 08:10:52|ок. пошел делать
iabbliz|2013/04/18 08:11:01|УЛ консультант кто?
samirbektairov|2013/04/18 08:12:13|<contacts alt="[Contacts enclosed. Please upgrade to latest Skype version to receive contacts.]"><c t="s" s="luckydusk" f="Денис Синякин"/></contacts>
samirbektairov|2013/04/18 08:16:26|также тебе распределил следующие ТП№УЛ-11, ТП№УЛ-12, ТП№УЛ-13
iabbliz|2013/04/18 08:16:40|хорошо
samirbektairov|2013/04/18 08:18:35|я задачу сейчас заменю оказывается задача уже была создана
iabbliz|2013/04/18 08:19:01|мне ту убрать &quot;К исполнению?&quot;
samirbektairov|2013/04/18 08:19:07|да
iabbliz|2013/04/18 08:19:21|убрал
iabbliz|2013/04/18 08:19:36|по срокам
iabbliz|2013/04/18 08:19:41|там даты меньше текущей
samirbektairov|2013/04/18 08:21:21|я вижу сейчас буду править
iabbliz|2013/04/18 13:11:22|да
samirbektairov|2013/04/18 13:11:41|вообщем все отчеты в системе необходимо кодировать по возможности на СКД
iabbliz|2013/04/18 13:11:50|хорошо
iabbliz|2013/04/29 12:58:32|Привет
iabbliz|2013/04/29 12:58:34|Тут?
iabbliz|2013/04/29 12:59:30|А Денис Синякин на месте? что то не отвечает
iabbliz|2013/05/06 08:29:09|привет
samirbektairov|2013/05/06 08:29:20|тебе ответил Денис?
iabbliz|2013/05/06 08:29:26|по поводу?
iabbliz|2013/05/06 08:29:35|<quote author="iabbliz" authorname="Антон Иванов" conversation="samirbektairov" guid="xdadd38d46e0550b562a9ba3bbd12d88947c517faab0f6508285a0456822340d3" timestamp="1367240370"><legacyquote>[29.04.2013 16:59:30] Антон Иванов: </legacyquote>А Денис Синякин на месте? что то не отвечает<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>это?
iabbliz|2013/05/06 08:29:36|да ответил
samirbektairov|2013/05/06 08:29:39|ну ты писал, что он тебе не отвечает
samirbektairov|2013/05/06 08:29:57|у тебя сейчас достаточно ТП на ближайщие 3 дня?
iabbliz|2013/05/06 08:30:31|да, только похоже мне надо переключится на Круг
samirbektairov|2013/05/06 08:31:31|да, меня предупредили, но сказали, что ты готов задачи Круга делать в выходные
iabbliz|2013/05/06 08:32:32|наверно прийдется делать наоборот=)
iabbliz|2013/05/06 08:32:39|делать круг а на выходных БПЛ
samirbektairov|2013/05/06 08:35:05|ок
iabbliz|2013/05/15 08:17:24|Привет
samirbektairov|2013/05/15 08:17:33|у тебя сейчас нет проблем с задержками по разработке ТП?
iabbliz|2013/05/15 08:18:34|что ты имеешь ввиду
