author|0|body_xml
iabbliz|2013/02/11 14:34:35|Ушел.
iabbliz|2013/02/12 04:26:12|Тут
iabbliz|2013/02/12 05:45:56|в формах предопределенная процедуа Внешнее событие
iabbliz|2013/02/12 05:46:04|и мне все таки кажется что так можно сделать
iabbliz|2013/02/12 05:46:16|причем вроде даже в Типовой нашел такую реализацию
iabbliz|2013/02/12 05:46:17|УПП
iabbliz|2013/02/12 05:46:29|Привет
iabbliz|2013/02/12 05:46:43|Не знаешь когда сервер заработает?
iabbliz|2013/02/12 05:46:52|ExternalMightyServer
sapervodichka|2013/02/12 05:47:03|я не в офисе пока не знаю, сейчас что-нибудь сделаю
iabbliz|2013/02/12 05:50:26|&quot;Параметры новых процедур и функций префиксируются буквой «п». Например, «пКоличество».&quot;
iabbliz|2013/02/12 05:50:46|если не сложно можешь сказать зачем?
sapervodichka|2013/02/12 05:51:35|так для разделения видимости что это входящий параметр в процедуру или функцию
sapervodichka|2013/02/12 05:51:41|от переменной
iabbliz|2013/02/12 05:52:59|Переменная1=25;

Функция Сложить(пПеременная1)
 Возврат пПеременная1+пПеременная1; 
Конецфункции
iabbliz|2013/02/12 05:53:21|так?
sapervodichka|2013/02/12 05:54:11|примерно да, но это сразу не критично, так что можешь сильно не заморачиваться по этому поводу (если сделал без &quot;п&quot; то никто придираться не будет)
iabbliz|2013/02/12 05:54:28|ок
iabbliz|2013/02/12 05:55:59|Еще вопрос, на ночь лучше складывать объекты в хранилище?
sapervodichka|2013/02/12 05:57:16|<ss type="nod">(nod)</ss>корневую ветку и общие модули лучше вносить код и отпускать.
sapervodichka|2013/02/12 05:57:24|остальные по мере готовности
iabbliz|2013/02/12 05:57:41|понял
iabbliz|2013/02/12 06:02:21|&quot;Правила изменения кода ТР&quot; неожиданно, но согласен
iabbliz|2013/02/12 06:02:26|а ты говоришь ничего не изменилось=)
iabbliz|2013/02/12 06:03:00|еще раз уточню, это только для кода типового?
iabbliz|2013/02/12 06:03:50|нашел ответ, отбой
iabbliz|2013/02/12 06:21:40|Поднялся, спасибо.
iabbliz|2013/02/12 08:00:52|Дима если я ТЗ сделал, которое дала Вера Пекурен, сейчас находится на проверке
sapervodichka|2013/02/12 09:39:35|подключи себе базу
sapervodichka|2013/02/12 09:39:46|вход Иванов Антон 1235
sapervodichka|2013/02/12 09:40:02|это база учета там все задания
sapervodichka|2013/02/12 09:40:36|на рабочем столе у теюя будут. Либо в разделе &quot;Совместная работа&quot; - Мои задачи
iabbliz|2013/02/12 09:41:16|понял
iabbliz|2013/02/12 09:43:03|Права: Недостаточно прав работы с таблицей РС: ДанныеБизнессПроцессов
iabbliz|2013/02/12 09:43:30|Не найдено поле ЗадачаЗадачаИсполнителяЗадатьВопросАвтору
iabbliz|2013/02/12 09:43:49|БизнесПроцес поручение не достаточно прав
sapervodichka|2013/02/12 09:44:40|минутку
sapervodichka|2013/02/12 09:48:34|перезайди
iabbliz|2013/02/12 09:49:32|ты занят щас? можешь краткий эксурс?
iabbliz|2013/02/12 09:49:41|экскурс*
iabbliz|2013/02/12 09:49:52|или почитать где
iabbliz|2013/02/12 09:49:55|вижу задача
iabbliz|2013/02/12 09:49:59|по архивации
iabbliz|2013/02/12 09:51:26|Архивация средствами SQL ? без скриптов и т.п.?
iabbliz|2013/02/12 09:51:49|логин пароль на SQL
sapervodichka|2013/02/12 09:53:08|скриптом
iabbliz|2013/02/12 09:53:54|VBS или можно на AutoIT?
iabbliz|2013/02/12 09:54:31|дополнительные требования есть?
iabbliz|2013/02/12 09:54:33|сжатие
iabbliz|2013/02/12 09:54:37|удаление старых бекапов
iabbliz|2013/02/12 09:54:42|проверка места
iabbliz|2013/02/12 09:54:48|отправка на почту уведомления
iabbliz|2013/02/12 09:54:53|если ошибка
sapervodichka|2013/02/12 09:54:54|к Пикурен Вере, есть ее скайп
iabbliz|2013/02/12 09:56:42|понял
sapervodichka|2013/02/12 09:58:11|Добавил тебе права доступа, Management studio найдешь в пуске
sapervodichka|2013/02/12 09:58:19|сохраняй архивы на диск P
sapervodichka|2013/02/12 09:58:35|там есть каталог SQL backup
iabbliz|2013/02/12 09:58:42|хорошо
iabbliz|2013/02/12 10:00:06|MIGHTYSERVER
Проверка подлинности Windows?
iabbliz|2013/02/12 10:00:10|релогин нужен?
sapervodichka|2013/02/12 10:00:40|можешь забить sa razdolie2012
iabbliz|2013/02/12 10:01:17|пошло
iabbliz|2013/02/12 10:29:23|Сделать отчет для поддержки
под ивановым зашел, прав не хватает
iabbliz|2013/02/12 10:29:27|Конфигуратор
iabbliz|2013/02/12 10:30:02|архив настроил, средствами SQL
sapervodichka|2013/02/12 10:57:25|вот почта
sapervodichka|2013/02/12 10:57:50|в базу new_hronos заходи 1С Администратор, ежик
iabbliz|2013/02/12 10:58:08|ахахахахаа
iabbliz|2013/02/12 10:58:16|<ss type="rofl">(rofl)</ss>
iabbliz|2013/02/12 10:58:26|Веб интерфейса нет?=) для почты
iabbliz|2013/02/12 10:58:51|smtp pop скажешь?
sapervodichka|2013/02/12 11:53:43|
iabbliz|2013/02/12 11:59:43|добавил
iabbliz|2013/02/12 12:00:30|два письма входящих пришло похоже, открыть не дает прав не хватает
iabbliz|2013/02/12 12:06:53|ок ща попробую
iabbliz|2013/02/12 12:07:06|а по какому графику работают в Учетной базе?
iabbliz|2013/02/12 12:07:28|оба одинаковые
iabbliz|2013/02/12 12:07:31|отпадает вопрос
iabbliz|2013/02/12 12:08:56|=))
iabbliz|2013/02/13 07:07:30|Дима, привет
iabbliz|2013/02/13 07:07:53|Можно с 12.00 до 13.00 съездить за билетами?
sapervodichka|2013/02/13 07:08:25|давай
sapervodichka|2013/02/13 07:08:32|задачи в базе видел?
iabbliz|2013/02/13 07:08:40|вчерашние?
iabbliz|2013/02/13 07:08:44|или сегодня новые еще?
sapervodichka|2013/02/13 07:08:52|да отчет и два по письмам
iabbliz|2013/02/13 07:08:57|отчет делаю
iabbliz|2013/02/13 07:08:59|списался
iabbliz|2013/02/13 07:09:12|письма видел, списался, пока не делаю
sapervodichka|2013/02/13 07:09:43|по письмам посмортри с Зотовым свяжись, они приоритетнее отчета (отчет наш внутрениий) те две задачи по клиенту
iabbliz|2013/02/13 07:10:10|=) сказал бы вчера, отчет доделываю...
sapervodichka|2013/02/13 07:10:29|та Зотов должен был сказать, притормаживает
iabbliz|2013/02/13 07:10:54|[9:40:50] Евгений Зотов: У вас получилось вчера какие нибуть задачи По Цандеру решить?
[9:41:17] Антон Иванов: Пока делаю задачу для Дмитрия Смирнова, пока не приступал к вашим задачам
[9:41:32] Антон Иванов: У Вас срочное, просто приоритеты не знаю
[9:42:07] Евгений Зотов: :)Так никто не стовит приоритетов
[9:42:15] Антон Иванов: =)
[9:42:19] Евгений Зотов: Я тоже приоритетов не знаю
sapervodichka|2013/02/13 07:11:11|пень
iabbliz|2013/02/13 07:11:15|=)))
sapervodichka|2013/02/13 07:11:29|Переключись на письма от него пожалуйста, отчет по Смирнову можно отложить
sapervodichka|2013/02/13 07:11:41|отчет по Смирнову это отчет по работе Зотова
iabbliz|2013/02/13 07:11:46|=)))
iabbliz|2013/02/13 07:11:49|все понял
iabbliz|2013/02/13 07:11:52|откладываю
iabbliz|2013/02/13 07:12:07|там просто осталось нормально оформить и все...
iabbliz|2013/02/13 07:12:18|мин 15 -20
sapervodichka|2013/02/13 07:12:32|ок, без проблем
sapervodichka|2013/02/13 07:13:11|если бы нсколько часов я имел ввиду. тогда на задачи Зотова переориентироваться. а так полчаса нормально потерпит
iabbliz|2013/02/13 07:13:36|если за 15 мин не успею, свяжусь с Зотовым
sapervodichka|2013/02/13 07:16:23|По приоритетам: задачи по внутренним базам и т.п. менее приоритетны, чем задачи клиентов. Евгений Зотов - это ещё сахарок, плохо ориентируется. Есть другие Щербакова, Пикурен, Кашапов, Таиров, Кокушева - их задачи нужно в срок сделать, иначе начнут мочить морально и психологически.
iabbliz|2013/02/13 07:17:05|С Щербаковой, Пикурен, Кашапов раньше вроде уже работал
iabbliz|2013/02/13 07:17:09|все понял
sapervodichka|2013/02/13 07:17:13|Предупрежден - значит защищен (если что пиши мне у меня есть иммунитет)
iabbliz|2013/02/13 07:17:18|=)))
iabbliz|2013/02/13 07:17:21|ок
iabbliz|2013/02/13 07:27:18|Дима, хотел спросить а когда отчет еще тестируется его не надо включать в конфу?
sapervodichka|2013/02/13 07:28:46|Думаю так как это наша база, в любом случае нужно включать. Права на роль рздСотрудник, вывод для подсистемы УчетВремени
iabbliz|2013/02/13 07:34:18|я же ее в копию подцепляю правильно?
sapervodichka|2013/02/13 07:34:36|да
iabbliz|2013/02/13 07:39:36|Отчет подключил, переключился на Зотова
sapervodichka|2013/02/13 07:41:36|там на задачах напиши комментраий где смотреть, в базе жми выполнить чтобы проверяющий получал уведомление.
iabbliz|2013/02/13 07:41:51|<quote author="smirnovdimka" authorname="Дмитрий Смирнов" conversation="smirnovdimka" guid="xae8680a95d670e63106b9a84090e1a51093f7c0fdf1896de7c08585fc3e51f29" timestamp="1360741288"><legacyquote>[11:41:28] Дмитрий Смирнов: </legacyquote>Пусть Дима его в базу выкладывает, я там буду проверять. Это же отчет, он же функционал не затрагивает.<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
iabbliz|2013/02/13 07:42:20|там еще второй отчет
iabbliz|2013/02/13 07:42:23|его не сделал еще
sapervodichka|2013/02/13 07:42:34|сделаешь оба добавлю
iabbliz|2013/02/13 07:43:24|пока не жать выполнено я так понял=)
sapervodichka|2013/02/13 07:45:44|угу
iabbliz|2013/02/13 07:52:41|какие то проблемы с доступом, пока поделаю второй отчет
sapervodichka|2013/02/13 07:53:41|Зотова предупредил?
iabbliz|2013/02/13 07:53:56|[11:37:56] Евгений Зотов: 2. Login: Mwzander\M-Zhitnyh 
    Pas: Hec7qsmy
[11:38:09] Евгений Зотов: Нужен домен
[11:38:26] Антон Иванов: есть домен=)
[11:38:31] Антон Иванов: все равно не пускает
[11:38:45] Евгений Зотов: сечас от себя попробую
[11:39:16] Антон Иванов: вручную набрал все равно
[11:39:19] Антон Иванов: не пускает
sapervodichka|2013/02/13 07:59:40|щас напишу
sapervodichka|2013/02/13 07:59:48|
iabbliz|2013/02/13 07:59:50|он вроде занимается
iabbliz|2013/02/13 08:20:00|рздОтчетПоОбращениям
рздОтчетПоЖалобам
iabbliz|2013/02/13 08:20:06|сделал лежит в хранилище
iabbliz|2013/02/13 08:20:10|тьфу ты
iabbliz|2013/02/13 08:20:11|в конфе
iabbliz|2013/02/13 08:20:12|=)
iabbliz|2013/02/13 08:22:41|В комментарий написал, нажал на выполнено.
iabbliz|2013/02/13 08:23:26|Дима когда лучше за билетами ехать? Помнишь отпрашивался?
iabbliz|2013/02/13 08:24:52|Пойду поем мин 10-15 отошел.
iabbliz|2013/02/13 08:35:09|Тут
iabbliz|2013/02/13 09:00:56|Под пользователем Зотова все нормально с мышкой
iabbliz|2013/02/13 09:28:40|что то Зотов путается в показаниях.
iabbliz|2013/02/13 09:28:41|=)
iabbliz|2013/02/13 11:30:09|Как будет время стукни
iabbliz|2013/02/13 13:37:35|тут
iabbliz|2013/02/13 13:44:03|всмысле я приехал=)
sapervodichka|2013/02/13 13:44:17|ок
iabbliz|2013/02/13 13:45:00|Вопрос: все ли задачи должны проходить через Учетную конфу?
iabbliz|2013/02/13 13:45:08|или могут напрямую давать?
sapervodichka|2013/02/13 14:02:13|кста тебе еще нужно вводить отчет о работе
iabbliz|2013/02/13 14:02:17|просто Зотов дал один отчет посмотреть почему не работает
iabbliz|2013/02/13 14:02:19|теперь второй
sapervodichka|2013/02/13 14:02:27|запиши пока в ежедневнике выполненные работы
sapervodichka|2013/02/13 14:02:53|он обязательно должен вводить задачу в базу учета
iabbliz|2013/02/13 14:03:10|все понял
sapervodichka|2013/02/13 14:03:22|спрашивай смело про заачу в базе учета
sapervodichka|2013/02/13 14:03:55|завтра пни меня покажу как ежедневынй отчет заполнять в базе учета
iabbliz|2013/02/13 14:03:56|Просто удивился начал делать одно по Зотову
iabbliz|2013/02/13 14:04:05|он говорит что пока оставь на посмотри отчет
iabbliz|2013/02/13 14:04:26|в какое время &quot;пнуть&quot;?
sapervodichka|2013/02/13 14:04:31|после обеда
iabbliz|2013/02/13 14:04:37|ок после обеда
iabbliz|2013/02/13 14:05:05|&quot;ежедневнике&quot;
iabbliz|2013/02/13 14:05:11|в своем или там в базе есть какой то?
iabbliz|2013/02/13 14:43:14|<files alt="отправил (-а) файл &quot;НормоЧасы.pdf&quot;">
<file size="227765" index="0">НормоЧасы.pdf</file></files>
iabbliz|2013/02/13 15:01:26|Ушел
sapervodichka|2013/02/13 15:03:45|ок, завтра введем в базу. Только один момент если тебе выделили допустим 1 час на задачу, а ты делал 35 минут, то ставь 1 час. С учетом этого подкорректируй.
iabbliz|2013/02/14 09:22:32|Привет, как освободишься напиши.
iabbliz|2013/02/14 14:29:08|Уже обед прошел?=)
sapervodichka|2013/02/14 14:30:53|ага
sapervodichka|2013/02/14 14:31:39|задачи есть у тебя актуальные?
iabbliz|2013/02/14 14:31:43|да
iabbliz|2013/02/14 14:31:49|Зотов
iabbliz|2013/02/14 14:31:54|подкинул
sapervodichka|2013/02/14 14:31:55|отчеты завтра покажу
iabbliz|2013/02/14 14:31:58|=)))
sapervodichka|2013/02/14 14:32:13|А задачи Зотова в базе введены для учета?
iabbliz|2013/02/14 14:32:22|мож в понедельник уже в живую?
sapervodichka|2013/02/14 14:32:28|у тебя в твоих задачах висят
iabbliz|2013/02/14 14:32:39|одна задача от него поступила,
iabbliz|2013/02/14 14:32:55|но сегодня много времени потратил на Сканер и Светлану Юданову
iabbliz|2013/02/14 14:33:20|Кстати заработало подключение, через модуль обычного приложения
sapervodichka|2013/02/14 14:33:24|ну в этом случаи веди в ежедневнике
iabbliz|2013/02/14 14:33:30|правда не сразу, пришлось пропихивать
sapervodichka|2013/02/14 14:34:00|модуль угу, модуль на клиенте выполяется?
sapervodichka|2013/02/14 14:34:17|короче ты на серверной базе тестил
sapervodichka|2013/02/14 14:34:23|или на файловой
iabbliz|2013/02/14 14:34:31|файловой
iabbliz|2013/02/14 14:34:32|Но как ты и говорил все равно должен быть объект
iabbliz|2013/02/14 14:34:43|без указания хотя и написано что можно не указывать
iabbliz|2013/02/14 14:35:00|на деле не отрабатывает, точнее надо было бы больше копать
iabbliz|2013/02/14 14:35:17|вообще в момент запуска создается обработка, и она подключает сканер
sapervodichka|2013/02/14 14:35:28|обработка это да
iabbliz|2013/02/14 14:35:36|но при этом все открытые формы у которых есть Внешнее соединение получают событие
iabbliz|2013/02/14 14:35:43|&quot;Внешнее событие&quot;
iabbliz|2013/02/14 14:36:06|Дима а тебе удобно говоритЬ?
sapervodichka|2013/02/14 14:36:07|модуль объекта у тебя используется или общий модуль?
iabbliz|2013/02/14 14:36:15|Модуль обычного приложения
sapervodichka|2013/02/14 14:36:25|ветка общие конфигурации?
iabbliz|2013/02/14 14:36:44|По корню правой кнопкой
sapervodichka|2013/02/14 14:37:05|погоди, мы говорим про модуль у объекта метаданных или про общий модуль?
iabbliz|2013/02/14 14:37:22|Модуль объекта метаданных
sapervodichka|2013/02/14 14:37:33|как объект называется?
iabbliz|2013/02/14 14:37:47|ты меня запутал
iabbliz|2013/02/14 14:38:04|встаешь на корень конфигурации, ПКМ-Модуль обычного приложения
iabbliz|2013/02/14 14:38:45|у него есть событие
iabbliz|2013/02/14 14:38:59|а хотя лана
sapervodichka|2013/02/14 14:40:54|да ок
iabbliz|2013/02/14 14:41:04|Можно вопрос не по теме?
sapervodichka|2013/02/14 14:41:08|посмотрел, встроился в типовой
sapervodichka|2013/02/14 14:41:10|давай
sapervodichka|2013/02/14 14:41:25|да. в Москве есть девушки
iabbliz|2013/02/14 14:41:29|=)))
iabbliz|2013/02/14 14:41:35|я женат двое детей=)
sapervodichka|2013/02/14 14:41:40|да. Красивых много
iabbliz|2013/02/14 14:41:45|ахаха)
sapervodichka|2013/02/14 14:41:46|)))
sapervodichka|2013/02/14 14:41:49|я тоже женат
sapervodichka|2013/02/14 14:41:55|давай вопрос
iabbliz|2013/02/14 14:42:00|про запросы
iabbliz|2013/02/14 14:42:03|что будет быстрее
sapervodichka|2013/02/14 14:42:25|позвонишь?
iabbliz|2013/02/14 14:42:34|могу
iabbliz|2013/02/15 05:05:23|Задания поделал, кидай еще.
iabbliz|2013/02/15 05:06:18|Привет.
iabbliz|2013/02/15 06:31:31|Привет, Зотов кинул одну
iabbliz|2013/02/15 06:31:39|время выполнения 0 часов=))0
sapervodichka|2013/02/15 06:31:52|ну это значит время факуическое
iabbliz|2013/02/15 06:31:57|вот уже 40 мин делаю=)
sapervodichka|2013/02/15 06:32:01|норм
iabbliz|2013/02/15 06:32:43|У меня к тебе еще вопрос появился
iabbliz|2013/02/15 06:32:50|как будет время скажи
iabbliz|2013/02/15 06:49:19|Другой вопрос. По задаче от зотова, там погрешность округления, чтобы исправить возможно надо типовой код править. Там построчно считается СуммаВзаиморасчетов в зависимости от курса, а другом месте сначала общая сумма и от нее считается СуммаВзаиморасчетов.
sapervodichka|2013/02/15 07:00:01|надо написать краткое мини ТЗ как исправить и согласовать с Заказчиком. Ты пиши что сделать тобы исправить отсылай Зотову пусть согласует
iabbliz|2013/02/15 07:00:31|пока только предполагаю... как исправить...
sapervodichka|2013/02/15 07:02:05|если строки высчитываються по курсу потом складываються, то отличается от того если сразу общую сумму с учетом курса пересчитать
iabbliz|2013/02/15 07:03:14|да все верно
sapervodichka|2013/02/15 07:03:18|надо общую сумму сначала привести к курсу, затем взять от этой суммы долю каждой строки. Последнюю строку взять остаток
sapervodichka|2013/02/15 07:03:33|(чтобы на нее упали ошибки округления)
sapervodichka|2013/02/15 07:04:09|примерно так надо описать с примером (в тексте) и Зотову отправить на согласование
iabbliz|2013/02/15 07:05:17|Понял, пошел писать ТЗ
iabbliz|2013/02/15 07:05:28|а есть какой то бланк? или в произвольной форме?
sapervodichka|2013/02/15 07:05:46|в произвольной форме напиши
iabbliz|2013/02/15 07:05:50|Хорошо
sapervodichka|2013/02/15 07:06:55|<a href="mailto:e.zotov@razdolie.ru">e.zotov@razdolie.ru</a>
sapervodichka|2013/02/15 07:08:13|<quote author="samirbektairov" authorname="Samir Tairov" conversation="samirbektairov" guid="x34d17b4023f4fcb4d824a97061024386d48ef2cf772aaf4b136833cc83c698bb" timestamp="1360912056"><legacyquote>[11:07:36] Samir Tairov: </legacyquote><a href="https://mail.razdolie.ru/owa">https://mail.razdolie.ru/owa</a><legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
sapervodichka|2013/02/15 07:08:28|Через браузер вход на почту
sapervodichka|2013/02/15 07:08:48|вводишь свою почту или часть до @ и пароль
iabbliz|2013/02/15 07:36:33|бекапы складываются
sapervodichka|2013/02/15 07:36:40|ок
iabbliz|2013/02/15 07:37:11|Кстати по поводу курса
iabbliz|2013/02/15 07:37:18|мб просто попробовать Точность увеличить?
iabbliz|2013/02/15 07:37:22|при расчете по строчно
iabbliz|2013/02/15 07:37:32|в код все равно лезть надо
sapervodichka|2013/02/15 07:38:40|попробуй
sapervodichka|2013/02/15 07:38:56|тебе задучу кинул по Кругу доп Штрихкоды
iabbliz|2013/02/15 07:39:43|вижу
iabbliz|2013/02/15 07:50:09|<quote author="sapervodichka" authorname="Dmitry Malyshev" conversation="sapervodichka" guid="x71d0295c4d6f3a06043cb969c4b5758103230a6479340b760fb092e1745bb80c" timestamp="1360913745"><legacyquote>[11:35:45] Dmitry Malyshev: </legacyquote>Архивирование настроил круга, проверь работает?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>Там делается средствами SQL Агента, но без указания срока давности... т.е. бекапы новые делюатся, старые не удаляются
iabbliz|2013/02/15 07:56:41|Повышать точность опасно
iabbliz|2013/02/15 07:56:45|используется общий модуль
iabbliz|2013/02/15 07:57:02|не могу предсказать где эта точность может помешать
sapervodichka|2013/02/15 07:57:33|точность = перечисление из типа цен документа?
iabbliz|2013/02/15 07:57:43|неа
iabbliz|2013/02/15 07:57:48|там точности нет в коде
iabbliz|2013/02/15 07:57:53|там везде 15,2
iabbliz|2013/02/15 07:58:00|при расчете всегда получается округляетяс
iabbliz|2013/02/15 07:58:06|окруляется
iabbliz|2013/02/15 07:58:34|точнее в колонки куда помещается результат расчета
iabbliz|2013/02/15 07:58:39|15,2
iabbliz|2013/02/15 07:58:46|и при пересчете из валюты в валюту
iabbliz|2013/02/15 07:58:49|всегда до 2
iabbliz|2013/02/15 07:58:52|округляется
iabbliz|2013/02/15 07:59:21|много мест где надо исправлять в общем, безопаснее по твоему методу
sapervodichka|2013/02/15 07:59:37|погрешность какая 1 цент, или там 10 центов?
iabbliz|2013/02/15 07:59:47|0.01 EUR
sapervodichka|2013/02/15 08:00:33|предложи разность сумм на последнюю строку ложить
iabbliz|2013/02/15 08:00:52|ок.
iabbliz|2013/02/15 08:34:30|Можешь глянуть то, что написал?
iabbliz|2013/02/15 08:34:51|&quot;мини ТЗ которое&quot;
iabbliz|2013/02/15 08:40:05|чтобы не слажать...
iabbliz|2013/02/15 08:52:47|кинул
iabbliz|2013/02/15 09:34:45|Дима а если задача по Вере и Зотов хочет дать новую какую то
iabbliz|2013/02/15 09:34:52|что делать впервую очередь?
sapervodichka|2013/02/15 09:36:02|
iabbliz|2013/02/15 09:39:03|очная ставка прямь...
sapervodichka|2013/02/15 09:39:53|угу
